"ID","AMPI__GEOGRAPHIC_AREA__R.ID","AMPI__GEOGRAPHIC_AREA__R.AMPI__TYPE__C","AMPI__PROJECT__R.NAME","AMPI__PROJECT__R.ID","AMPI__PROJECT__R.PROGRAMME_LOCATION__C"
"a0Y1i00000OfTVdEAN","a0I1i000004MM9vEAG","Country","Social contracting for sustainability","a0i1i000002i5K0AAI",""
"a0Y1i00000OfTVeEAN","a0I1i000004MMAAEA4","Country","Emergency Programme: Humanitarian Assistance for the  Refugees Transiting/Stayin","a0i1i000002i5JRAAY",""
"a0Y1i00000OfTVhEAN","a0I1i000004MM9EEAW","Country","Foster parents in Vas county - SOS Hungary","a0i1i000002i5NNAAY",""
"a0Y1i00000OfTViEAN","a0I1i000004MM9TEAW","Country","Family Strengthening Programme in Balykchy town and 13 AOs of Issykul region","a0i1i000002i5CRAAY",""
"a0Y1i00000OfTVjEAN","a0I1i000004MM9TEAW","Country","Modelling of Resource Centres on Parenting - SOS Kyrgyzstan","a0i1i000002i5SZAAY",""
"a0Y1i00000OfTVkEAN","a0I1i000004MMAPEA4","Country","Self learning and supportive classes for children","a0i1i000002i5JGAAY",""
"a0Y1i00000OfTVmEAN","a0I1i000004MMAAEA4","Country","FSP Obrenovac","a0i1i000002i5VnAAI",""
"a0Y1i00000OfTVnEAN","a0I1i000004MMAPEA4","Country","Winterisation Kits for EP Syria","a0i1i000002i5JIAAY",""
"a0Y1i00000OfTVoEAN","a0I1i000004MM94EAG","Country","Youth Empowerment for Success - YES project - SOS Georgia & HGFD - 2018 - 2019","a0i1i000002i5BFAAY",""
"a0Y1i00000OfTVpEAN","a0I1i000004MM9REAW","Country","No children to grow alone","a0i1i000002i5TmAAI",""
"a0Y1i00000OfTVrEAN","a0I1i000004MMAPEA4","Country","Integrated temporary shelter and family reunfication","a0i1i000002i5VuAAI",""
"a0Y1i00000OfTVsEAN","a0I1i000004MM9IEAW","Country","Rehabilitation program for displaced traumatized Yezidi children and  families","a0i1i000002i5KAAAY",""
"a0Y1i00000OfSyuEAF","a0I1i000004MM9mEAG","Country","Amélioration de la prise en charge des enfants du VESOS de Dar Bouazza","a0i1i000002i5VGAAY",""
"a0Y1i00000OfSyxEAF","a0I1i000004MM8HEAW","Country","Child Rights Instruments, Agent for Sustainable Change","a0i1i000002i5aiAAA",""
"a0Y1i00000OfSyyEAF","a0I1i000004MM8JEAW","Country","Programme Méditerranée d'une rive à l'autre","a0i1i000002i5UyAAI",""
"a0Y1i00000OfSyzEAF","a0I1i000004MM8WEAW","Country","Youth4Peace and Tolerance - SOS Bosnia and Herzegovina","a0i1i000002i5ayAAA",""
"a0Y1i00000OfSz0EAF","a0I1i000004MM8oEAG","Country","Running costs of new FSP Prostejov 2016 - SOS Czech Republic","a0i1i000002i5MvAAI",""
"a0Y1i00000OfSz2EAF","a0I1i000004MM8UEAW","Country","Protection de l’enfance et promotion des droits de l’enfant en Alibori et Borgou","a0i1i000002i5FlAAI",""
"a0Y1i00000OfSz3EAF","a0I1i000004MM9vEAG","Country","Better care for children - SOS Macedonia","a0i1i000002i58UAAQ",""
"a0Y1i00000OfSz7EAF","a0I1i000004MM8hEAG","Country","Dutch Relief Alliance emergency response project 2018 - CAR I","a0i1i000002i58dAAA",""
"a0Y1i00000OfSz8EAF","a0I1i000004MM8PEAW","Country","Extension Day Care Center","a0i1i000002i5TEAAY",""
"a0Y1i00000OfSz9EAF","a0I1i000004MMA7EAO","Country","Components od professional success","a0i1i000002i58tAAA",""
"a0Y1i00000OfSzCEAV","a0I1i000004MM9REAW","Country","Quality care for all children","a0i1i000002i5XVAAY",""
"a0Y1i00000OfSzHEAV","a0I1i000004MM9REAW","Country","Advancing capacity for child rights","a0i1i000002i5XWAAY",""
"a0Y1i00000OfSzIEAV","a0I1i000004MM8PEAW","Country","Social Trainings Package for the staff of Sustainable and Operative Social Secur","a0i1i000002i5X7AAI",""
"a0Y1i00000OfSzMEAV","a0I1i000004MM9wEAG","Country","Support to refugees in NCY - SOS Northern Cyprus","a0i1i000002i59dAAA",""
"a0Y1i00000OfSzNEAV","a0I1i000004MMAAEA4","Country","Possibilities for children from socially endangered environments to develop","a0i1i000002i5OgAAI",""
"a0Y1i00000OfSzOEAV","a0I1i000004MM8WEAW","Country","Fostering of Social protection transformation, Education and Reform","a0i1i000002i5C5AAI",""
"a0Y1i00000OfSzREAV","a0I1i000004MM8WEAW","Country","YES! Youth Empowerment Services in Bosnia and Herzegovina","a0i1i000002i5BxAAI",""
"a0Y1i00000OfSzSEAV","a0I1i000004MM8oEAG","Country","Running costs of FSP in Praha - SOS Kompas - dopl?ková sí?","a0i1i000002i5MuAAI",""
"a0Y1i00000OfSzWEAV","a0I1i000004MM8WEAW","Country","KG Gorazde 2017 - SOS Bosnia and Herzegovina","a0i1i000002i5M0AAI",""
"a0Y1i00000OfT2kEAF","a0I1i000004MM8oEAG","Country","FSP Karlovy Vary - SOS Czech Republic","a0i1i000002i5N2AAI",""
"a0Y1i00000OfT2pEAF","a0I1i000004MM94EAG","Country","Community Integrated Small Group Home Project","a0i1i000002i5N7AAI",""
"a0Y1i00000OfT2uEAF","a0I1i000004MM9EEAW","Country","Safety nest for families in Koszeg - SOS Hungary","a0i1i000002i5NKAAY",""
"a0Y1i00000OfT2vEAF","a0I1i000004MM9IEAW","Country","Iraq ERP application to LUX MFA","a0i1i000002i57zAAA",""
"a0Y1i00000OfT2wEAF","a0I1i000004MM9vEAG","Country","Holistic approach for successful integration of migrants - SOS Macedonia","a0i1i000002i5OIAAY",""
"a0Y1i00000OfTC6EAN","a0I1i000004MMAWEA4","Country","Improving prospects for refugees and vulnerable host communities in Uganda","a0i1i000002i5DZAAY",""
"a0Y1i00000OfTCBEA3","a0I1i000004MM96EAG","Country","SRHR Cannot Wait!","a0i1i000002i5TDAAY",""
"a0Y1i00000OfTCGEA3","a0I1i000004MMA0EAO","Country","Propiciando Oportunidades para la Empleabilidad:  Empoderamiento de Adolescentes","a0i1i000006HRGqAAO",""
"a0Y1i00000OfTCLEA3","a0I1i000004MM8vEAG","Country","Prevención de la Separación Familiar y el Desplazamiento Forzado","a0i1i000002i5G5AAI",""
"a0Y1i00000OfTCQEA3","a0I1i000004MMAXEA4","Country","Strengthening of communities to address the needs of vulnerable children-21-22","a0i1i000006HUmVAAW",""
"a0Y1i00000OfTCVEA3","a0I1i000004MM8jEAG","Country","Programa Residencial Antofagasta","a0i1i000006HUwGAAW",""
"a0Y1i00000OfTCaEAN","a0I1i000004MOAjEAO","Programme Unit","Programa Residencial Antofagasta","a0i1i000006HUwGAAW",""
"a0Y1i00000OfTCkEAN","a0I1i000004MM8tEAG","Country","Fortalecimiento del servicio de atención a niños, niñas y adolescentes","a0i1i000002i59nAAA",""
"a0Y1i00000OfTCpEAN","a0I1i000004MM8tEAG","Country","2022-2025-Fortalecimiento del servicio de atención a niños, niñas y adolescentes","a0i1i000006HUwLAAW",""
"a0Y1i00000OfTCuEAN","a0I1i000004MM8jEAG","Country","Programa Residencial Quilpué","a0i1i000006HUwQAAW",""
"a0Y1i00000OfTCzEAN","a0I1i000004MOB6EAO","Programme Unit","Programa Residencial Quilpué","a0i1i000006HUwQAAW",""
"a0Y1i00000OfTD4EAN","a0I1i000004MM8jEAG","Country","Programa Residencial Ciudad del Sol","a0i1i000006HUwVAAW",""
"a0Y1i00000OfTD9EAN","a0I1i000004MOB6EAO","Programme Unit","Programa Residencial Ciudad del Sol","a0i1i000006HUwVAAW",""
"a0Y1i00000OfTDJEA3","a0I1i000004MM8jEAG","Country","Programa Residencial Padre Las Casas","a0i1i000006HUwaAAG",""
"a0Y1i00000OfTJTEA3","a0I1i000004MM9REAW","Country","Increase child protection, reduce child abuse","a0i1i000002i5WRAAY",""
"a0Y1i00000OfTJUEA3","a0I1i000004MM9vEAG","Country","Supporting modernization and de-institutionalization of social services","a0i1i000002i5D5AAI",""
"a0Y1i00000OfTJWEA3","a0I1i000004MM8lEAG","Country","Propuesta Técnica:planes de acción mesas de cooperación internacional en Chocó","a0i1i000002i5AKAAY",""
"a0Y1i00000OfTJbEAN","a0I1i000004MM8lEAG","Country","Piensa en Grande: Innovarme Aldeas Infantiles SOS Colombia","a0i1i000002i5AQAAY",""
"a0Y1i00000OfTJcEAN","a0I1i000004MM8lEAG","Country","Canto Paz: Canto Pazífico","a0i1i000002i5BPAAY",""
"a0Y1i00000OfTJeEAN","a0I1i000004MM8vEAG","Country","Opening of the Family Strengthening Program","a0i1i000002i5L2AAI",""
"a0Y1i00000OfTJfEAN","a0I1i000004MM9TEAW","Country","Crisis Center for of temporary residence of children in hard life situation","a0i1i000002i5RFAAY",""
"a0Y1i00000OfTJOEA3","a0I1i000004MM8lEAG","Country","Connection and Action: Challengers of Reality Youth Network","a0i1i000002i5CtAAI",""
"a0Y1i00000OfTTqEAN","a0I1i000004MM8lEAG","Country","Acompañarte Barranquilla, el arte de acompañar","a0i1i000002i5AWAAY",""
"a0Y1i00000OfTTsEAN","a0I1i000004MM8lEAG","Country","Familias con Bienestar para la Paz","a0i1i000002i57KAAQ",""
"a0Y1i00000OfTTuEAN","a0I1i000004MM8lEAG","Country","Mujeres tejedoras de paz:empoderamiento de mujeres afrodescendientes e indígenas","a0i1i000002i57nAAA",""
"a0Y1i00000OfTTvEAN","a0I1i000004MM8lEAG","Country","Desafío Google 2017","a0i1i000002i57LAAQ",""
"a0Y1i00000OfTU0EAN","a0I1i000004MM8lEAG","Country","Estrategia de Co-construcción: Mujer de Barro","a0i1i000002i57gAAA",""
"a0Y1i00000OfTU2EAN","a0I1i000004MM8YEAW","Country","Brasil sem fronteira","a0i1i000002i776AAA",""
"a0Y1i00000OfTU5EAN","a0I1i000004MM8lEAG","Country","Familias protectoras de NNA frente a explotación sexual comercial","a0i1i000002i57hAAA",""
"a0Y1i00000OfTU6EAN","a0I1i000004MM8lEAG","Country","Canto Pazifico un canto de Paz","a0i1i000002i57oAAA",""
"a0Y1i00000OfTUCEA3","a0I1i000004MM8lEAG","Country","Tiempos de Vida para la PAZ","a0i1i000002i5DHAAY",""
"a0Y1i00000OfTUKEA3","a0I1i000004MM8lEAG","Country","Comunidades Constructoras de Paz: procesos de reconciliación.","a0i1i000002i5CHAAY",""
"a0Y1i00000OfTToEAN","a0I1i000004MMAAEA4","Country","Alternative Care and Childrens Rights in Serbia - SOS Serbia","a0i1i000002i5OmAAI",""
"a0Y1i00000OfTVwEAN","a0I1i000004MMAAEA4","Country","ERP flood relief - SOS Serbia","a0i1i000002i5a8AAA",""
"a0Y1i00000OfTW2EAN","a0I1i000004MMAAEA4","Country","FSP Obrenovac Intesa","a0i1i000002i5FQAAY",""
"a0Y1i00000OfTW6EAN","a0I1i000004MMA6EAO","Country","Prevent institutionalization by developing a network of maternal assistance","a0i1i000002i5GiAAI",""
"a0Y1i00000OfTWEEA3","a0I1i000004MMAAEA4","Country","Family Strengthening Nis","a0i1i000002i5XUAAY",""
"a0Y1i00000OfTWGEA3","a0I1i000004MMA6EAO","Country","Prevent institutionalization by developing a network of maternal assistance","a0i1i000002i5GjAAI",""
"a0Y1i00000OfTWHEA3","a0I1i000004MMAAEA4","Country","Strengthening Roma Families in Zemun for Increased Employability","a0i1i000002i5FyAAI",""
"a0Y1i00000OfTWIEA3","a0I1i000004MM9vEAG","Country","From employability to employment-inclusion of social risk youth in labor market","a0i1i000002i5XRAAY",""
"a0Y1i00000OfTWQEA3","a0I1i000004MMAAEA4","Country","Implementing Children's Rights in Alternative Care","a0i1i000002i5FaAAI",""
"a0Y1i00000OfTWREA3","a0I1i000004MM9zEAG","Country","Enhancing well-being for vulnerable children and access to education","a0i1i000002i5GDAAY",""
"a0Y1i00000OfTWaEAN","a0I1i000004MMAAEA4","Country","Strong Youngsters Nis","a0i1i000002i5FjAAI",""
"a0Y1i00000OfTWbEAN","a0I1i000004MM9KEAW","Country","Informal Education Activities - SOS Israel","a0i1i000002i5SYAAY",""
"a0Y1i00000OfTWcEAN","a0I1i000004MM9KEAW","Country","Personal enrichment & empowerment of CV children","a0i1i000002i5TVAAY",""
"a0Y1i00000OfTWdEAN","a0I1i000004MM9vEAG","Country","Youth Leadership Camp","a0i1i000002i5BLAAY",""
"a0Y1i00000OfTWfEAN","a0I1i000004MM9KEAW","Country","Integration of village graduates in Israeli society as self-reliant adults","a0i1i000002i5REAAY",""
"a0Y1i00000OfTWkEAN","a0I1i000004MM9vEAG","Country","Strengthening the local community actors for provision of social service","a0i1i000002i5XoAAI",""
"a0Y1i00000OfTWpEAN","a0I1i000004MM9zEAG","Country","Providing medical assistance for children living below the poverty line Gasa","a0i1i000002i5GmAAI",""
"a0Y1i00000OfTWuEAN","a0I1i000004MM9zEAG","Country","Enhancing the life of 50 vulnerable youth in the Gaza Strip","a0i1i000002i5H3AAI",""
"a0Y1i00000OfTjBEAV","a0I1i000004MM9dEAG","Country","Education/school project TBHF","a0i1i000006HV8NAAW",""
"a0Y1i00000OfTmKEAV","a0I1i000004MM9WEAW","Country","Ensuring access to Menstrual Hygiene products through the  empowerment of women","a0i1i000006HVAYAA4",""
"a0Y1i00000OfU5gEAF","a0I1i000004MM9KEAW","Country","Renovation of Tamar House","a0i1i000002iXCpAAM",""
"a0Y1i00000OfU5lEAF","a0I1i000004MM9KEAW","Country","Personal Enrichment and Empowerment of children living in CV","a0i1i000002iXCuAAM",""
"a0Y1i00000OfU5qEAF","a0I1i000004MM9KEAW","Country","Covering of additional costs caused by Covid19","a0i1i000002iXCzAAM",""
"a0Y1i00000OfU8REAV","a0I1i000004MM90EAG","Country","Ylitse - MentorApp","a0i1i000006HVFEAA4",""
"a0Y1i00000OfULmEAN","a0I1i000004MM9tEAG","Country","BMZ 2022: Towards sustainable development in Nigeria.","a0i1i000006HVcIAAW",""
"a0Y1i00000OfUOHEA3","a0I1i000004MM8zEAG","Country","DRA Ethiopia Joint Response 2022-2023","a0i1i000006HVchAAG",""
"a0Y1i00000OfUOREA3","a0I1i000004MMAEEA4","Country","Somaliland DRA Joint Response Project 4","a0i1i000006HVcmAAG",""
"a0Y1i00000OfUbGEAV","a0I1i000004MMAEEA4","Country","Climate Smart Farming and Sustainable Livelihoods Project (CSFSL Project)","a0i1i000006HVkMAAW",""
"a0Y1i00000OfUeFEAV","a0I1i000004MMA7EAO","Country","Steps to Success","a0i1i000006HVmNAAW",""
"a0Y1i00000OfT2xEAF","a0I1i000004MMAAEA4","Country","Centres for refugee/migrant - SOS Serbia","a0i1i000002i5SiAAI",""
"a0Y1i00000OfT2zEAF","a0I1i000004MM9REAW","Country","Joint Action for Decentralisation","a0i1i000002i5E0AAI",""
"a0Y1i00000OfT30EAF","a0I1i000004MM9REAW","Country","Suport to FBC families 2018-2020 - SOS Kosovo","a0i1i000002i5SmAAI",""
"a0Y1i00000OfT31EAF","a0I1i000004MMAAEA4","Country","FSP in Zemun - SOS Serbia","a0i1i000002i5SfAAI",""
"a0Y1i00000OfT34EAF","a0I1i000004MM9TEAW","Country","FAMILY CARE: development of family oriented community based social services","a0i1i000002i59ZAAQ",""
"a0Y1i00000OfT39EAF","a0I1i000004MM9vEAG","Country","Better care for children - SOS Macedonia","a0i1i000002i5SeAAI",""
"a0Y1i00000OfT3EEAV","a0I1i000004MM9wEAG","Country","Increasing the technical capacity of SOS/GIGEM as a centre for supporting and en","a0i1i000002i5WNAAY",""
"a0Y1i00000OfT3TEAV","a0I1i000004MM8WEAW","Country","Child Friendly Space with Mother and Baby Unit - Usivak","a0i1i000002i5DTAAY",""
"a0Y1i00000OfT3UEAV","a0I1i000004MM8ZEAW","Country","Prevention and awareness-raising trafficking of minors in Bulgaria","a0i1i000002i596AAA",""
"a0Y1i00000OfT3VEAV","a0I1i000004MM8oEAG","Country","Foster care in all CV locations - SOS Czech Republic","a0i1i000002i5MPAAY",""
"a0Y1i00000OfT3WEAV","a0I1i000004MM8oEAG","Country","Foster care in Karlovy Vary - SOS Czech Republic","a0i1i000002i5N1AAI",""
"a0Y1i00000OfT3XEAV","a0I1i000004MM8oEAG","Country","Running costs FSP in Karlovy Vary 2017 - SOS Czech Republic","a0i1i000002i5N3AAI",""
"a0Y1i00000OfT3YEAV","a0I1i000004MM8WEAW","Country","Child Friendly Space with special activities for mothers with babies - Velika K.","a0i1i000002i5DUAAY",""
"a0Y1i00000OfT3dEAF","a0I1i000004MM8WEAW","Country","European Voluntary System 2016 - SOS Bosnia and Herzegovina","a0i1i000002i5LxAAI",""
"a0Y1i00000OfT3eEAF","a0I1i000004MM8WEAW","Country","SUPERBUS - SOS Bosnia and Herzegovina","a0i1i000002i5QyAAI",""
"a0Y1i00000OfT3iEAF","a0I1i000004MM8WEAW","Country","Early Childhood Development 2016/2017 - SOS Bosnia and Herzegovina","a0i1i000002i5LzAAI",""
"a0Y1i00000OfT3jEAF","a0I1i000004MM8WEAW","Country","Support to the Development of Foster Care System Stage 1","a0i1i000002i5SHAAY",""
"a0Y1i00000OfT3kEAF","a0I1i000004MM8xEAG","Country","Family strengthening program - SOS Estonia","a0i1i000002i5MfAAI",""
"a0Y1i00000OfT3nEAF","a0I1i000004MM8WEAW","Country","Promotion of professional and social integration of marginalized families","a0i1i000002i5SIAAY",""
"a0Y1i00000OfTDTEA3","a0I1i000004MM8jEAG","Country","Programa de Prevención Focalizada Antofagasta","a0i1i000006HUwfAAG",""
"a0Y1i00000OfTDdEAN","a0I1i000004MOAlEAO","Programme Unit","Programa de Prevención Focalizada Antofagasta","a0i1i000006HUwfAAG",""
"a0Y1i00000OfTG8EAN","a0I1i000004MM8WEAW","Country","Promotion of professional and social integration of marginalized families","a0i1i000002i58aAAA",""
"a0Y1i00000OfTG9EAN","a0I1i000004MM8oEAG","Country","Transformation of a STP in Karlovy Vary - SOS Czech Republic","a0i1i000002i5MxAAI",""
"a0Y1i00000OfTDOEA3","a0I1i000004MOBXEA4","Programme Unit","Programa Residencial Padre Las Casas","a0i1i000006HUwaAAG",""
"a0Y1i00000OfTGDEA3","a0I1i000004MM8WEAW","Country","Establishing Emergency Accommodation for Unaccompanied and Separated Children","a0i1i000002i5E6AAI",""
"a0Y1i00000OfTR1EAN","a0I1i000004MM8aEAG","Country","Projet communautaire d'appui à l'insertion socio-professionnelle et à l'autonomi","a0i1i000002i7BhAAI",""
"a0Y1i00000OfTR2EAN","a0I1i000004MM9AEAW","Country","Education de qualité (PEQ I)_ « Igualdade de Opportunidades »","a0i1i000002i7CaAAI",""
"a0Y1i00000OfTR3EAN","a0I1i000004MM9AEAW","Country","Education de qualité (PEQ II)""Amélioration de l’accès à une éducation de qualé","a0i1i000002i7D4AAI",""
"a0Y1i00000OfTR6EAN","a0I1i000004MM99EAG","Country","Projet Ecole primaire de Koulidara Centre","a0i1i000002i7CLAAY",""
"a0Y1i00000OfTRBEA3","a0I1i000004MM9AEAW","Country","Educação para a vida_Access to a child-friendly learning environment","a0i1i000002i7CQAAY",""
"a0Y1i00000OfTRCEA3","a0I1i000004MMAWEA4","Country","Cost Effective Sustainable Innovative Responses for Children and Young People","a0i1i000002i5QeAAI",""
"a0Y1i00000OfTULEA3","a0I1i000004MM8lEAG","Country","#RedSOSJóvenes","a0i1i000002i5DGAAY",""
"a0Y1i00000OfTUNEA3","a0I1i000004MM8oEAG","Country","Social care (517)","a0i1i000002i5W6AAI",""
"a0Y1i00000OfTUOEA3","a0I1i000004MM9EEAW","Country","Operation cost in CV - SOS Hungary","a0i1i000002i5NFAAY",""
"a0Y1i00000OfTUUEA3","a0I1i000004MMA0EAO","Country","Educación y democracia para jóvenes en Panamá","a0i1i000002i76rAAA",""
"a0Y1i00000OfTUZEA3","a0I1i000004MM8mEAG","Country","Investigación Reintegración Familiar","a0i1i000002i5AiAAI",""
"a0Y1i00000OfTUaEAN","a0I1i000004MM8oEAG","Country","Social care 2 (503)","a0i1i000002i5W7AAI",""
"a0Y1i00000OfTUbEAN","a0I1i000004MM9EEAW","Country","Family Strengthening Program - SOS Hungary","a0i1i000002i5RDAAY",""
"a0Y1i00000OfTUcEAN","a0I1i000004MMAAEA4","Country","Sustainable improvement of employability of youth at risk","a0i1i000002i5TgAAI",""
"a0Y1i00000OfTUdEAN","a0I1i000004MM8PEAW","Country","Extension the Project of Day care center - SOS Azerbaijan","a0i1i000002i5LGAAY",""
"a0Y1i00000OfTUeEAN","a0I1i000004MM8mEAG","Country","Modelo de intervención para desarrollo de jóvenes en la Gran Área Metropolitana","a0i1i000002i5AkAAI",""
"a0Y1i00000OfTUfEAN","a0I1i000004MM8sEAG","Country","Apadrinamiento de un programa de Aldeas Infantiles SOS Dominicana","a0i1i000002i5B8AAI",""
"a0Y1i00000OfTUlEAN","a0I1i000004MM8oEAG","Country","Training for foster families","a0i1i000002i5W2AAI",""
"a0Y1i00000OfTWzEAN","a0I1i000004MMAAEA4","Country","Strengthening  Roma Families in Zemun for Improved Employability","a0i1i000002i5XTAAY",""
"a0Y1i00000OfTd3EAF","a0I1i000004MM98EAG","Country","Protección social a niños, niñas, adolescentes, jóvenes y familias en comunidad","a0i1i000006HV5xAAG",""
"a0Y1i00000OfTfTEAV","a0I1i000004MM8jEAG","Country","Programa Residencial Concepción","a0i1i000006HV6gAAG",""
"a0Y1i00000OfTfUEAV","a0I1i000004MOAmEAO","Programme Unit","Programa Residencial Pukará","a0i1i000006HV6lAAG",""
"a0Y1i00000OfTfYEAV","a0I1i000004MOAuEAO","Programme Unit","Programa Residencial Concepción","a0i1i000006HV6gAAG",""
"a0Y1i00000OfTfdEAF","a0I1i000004MM8jEAG","Country","Programa Residencial Pukará","a0i1i000006HV6lAAG",""
"a0Y1i00000OfTfeEAF","a0I1i000004MM8jEAG","Country","Programa Residencial Curicó","a0i1i000006HV6mAAG",""
"a0Y1i00000OfTffEAF","a0I1i000004MOB3EAO","Programme Unit","Programa Residencial Kuru Ko","a0i1i000006HV6qAAG",""
"a0Y1i00000OfTfiEAF","a0I1i000004MOB3EAO","Programme Unit","Programa Residencial Curicó","a0i1i000006HV6mAAG",""
"a0Y1i00000OfTfnEAF","a0I1i000004MM8jEAG","Country","Programa Residencial Kuru Ko","a0i1i000006HV6qAAG",""
"a0Y1i00000OfRNTEA3","a0I1i000004MM8MEAW","Country","Strong Family-Strong Community","a0i1i000006HRoxAAG",""
"a0Y1i00000OfTGEEA3","a0I1i000004MM8PEAW","Country","Day Care Center Project 2017 - SOS Azerbaijani","a0i1i000002i5QvAAI",""
"a0Y1i00000OfTGIEA3","a0I1i000004MM8WEAW","Country","Enhancing Children's Rights in Alternative Care in Bosnia and Herzegovina","a0i1i000002i5FMAAY",""
"a0Y1i00000OfTGJEA3","a0I1i000004MM8nEAG","Country","Half-day stay - SOS CV Lekenik - ESF","a0i1i000002i5TPAAY",""
"a0Y1i00000OfTGKEA3","a0I1i000004MM8oEAG","Country","Running costs of FSP in Karlovy Vary - SOS Czech Republic","a0i1i000002i5SQAAY",""
"a0Y1i00000OfTGNEA3","a0I1i000004MM94EAG","Country","Strengthening local structures in the Guria and Kakheti regions","a0i1i000002i5HtAAI",""
"a0Y1i00000OfTGSEA3","a0I1i000004MMA6EAO","Country","Prevent institutionalization with activities to prevent separation of children","a0i1i000002i5GkAAI",""
